"sample_id","chr","start","end","read.count"
"SRR5398218","7",5048032,5057779,4
"SRR5398213","7",5057294,5057779,1
"SRR5398213","7",5216562,5217187,2
"SRR5398217","7",5216562,5217187,2
"SRR5398216","7",5216562,5217187,7
"SRR5398215","7",5216562,5217187,1
"SRR5398214","7",5216562,5217187,10
"SRR5398218","7",5216562,5217187,2
"SRR5398213","7",5603495,5604030,1
"SRR5398213","7",6142931,6144196,3
"SRR5398217","7",6142931,6144196,2
"SRR5398216","7",6142931,6144196,5
"SRR5398214","7",6142931,6144196,4
"SRR5398213","7",6585015,6585260,3
"SRR5398217","7",6585015,6585260,8
"SRR5398216","7",6585015,6585260,20
"SRR5398215","7",6585015,6585260,10
"SRR5398214","7",6585015,6585260,6
"SRR5398218","7",6585015,6585260,13
"SRR5398213","7",8003907,8024814,2
"SRR5398216","7",8003907,8024814,7
"SRR5398215","7",8003907,8024814,1
"SRR5398214","7",8003907,8024814,2
"SRR5398213","7",11061790,11062085,1
"SRR5398215","7",11061790,11062085,4
"SRR5398213","7",18666212,18666476,1
"SRR5398217","7",18666212,18666476,4
"SRR5398216","7",18666212,18666476,17
"SRR5398215","7",18666212,18666476,2
"SRR5398214","7",18666212,18666476,1
"SRR5398218","7",18666212,18666476,11
"SRR5398213","7",23185069,23187146,5
"SRR5398217","7",23185069,23187146,28
"SRR5398216","7",23185069,23187146,70
"SRR5398215","7",23185069,23187146,3
"SRR5398214","7",23185069,23187146,16
"SRR5398218","7",23185069,23187146,13
"SRR5398213","7",23185069,23199542,1
"SRR5398213","7",23611170,23611553,3
"SRR5398217","7",23611170,23611553,16
"SRR5398216","7",23611170,23611553,70
"SRR5398215","7",23611170,23611553,1
"SRR5398214","7",23611170,23611553,11
"SRR5398218","7",23611170,23611553,13
"SRR5398213","7",24623665,24641868,1
"SRR5398217","7",24623665,24641868,7
"SRR5398216","7",24623665,24641868,2
"SRR5398215","7",24623665,24641868,3
"SRR5398214","7",24623665,24641868,14
"SRR5398213","7",24623665,24650712,4
"SRR5398217","7",24623665,24650712,9
"SRR5398216","7",24623665,24650712,18
"SRR5398214","7",24623665,24650712,23
"SRR5398218","7",24623665,24650712,1
"SRR5398213","7",27785162,27785489,1
"SRR5398217","7",27785162,27785489,3
"SRR5398216","7",27785162,27785489,18
"SRR5398215","7",27785162,27785489,3
"SRR5398218","7",27785162,27785489,5
"SRR5398213","7",30323641,30362456,1
"SRR5398216","7",30323641,30362456,2
"SRR5398213","7",30850453,30853459,2
"SRR5398217","7",30850453,30853459,1
"SRR5398216","7",30850453,30853459,2
"SRR5398214","7",30850453,30853459,3
"SRR5398213","7",32548846,32552295,1
"SRR5398215","7",32548846,32552295,1
"SRR5398213","7",32988506,32988652,8
"SRR5398217","7",32988506,32988652,5
"SRR5398216","7",32988506,32988652,9
"SRR5398214","7",32988506,32988652,3
"SRR5398218","7",32988506,32988652,19
"SRR5398213","7",33146241,33155702,1
"SRR5398217","7",33146241,33155702,3
"SRR5398216","7",33146241,33155702,7
"SRR5398218","7",33146241,33155702,1
"SRR5398213","7",39987598,39988258,1
"SRR5398217","7",39987598,39988258,2
"SRR5398216","7",39987598,39988258,15
"SRR5398214","7",39987598,39988258,1
"SRR5398218","7",39987598,39988258,5
"SRR5398213","7",40180946,40195060,3
"SRR5398216","7",40180946,40195060,16
"SRR5398213","7",43396813,43407731,6
"SRR5398217","7",43396813,43407731,3
"SRR5398213","7",43468919,43501322,1
"SRR5398217","7",43468919,43501322,1
"SRR5398213","7",44050224,44052941,2
"SRR5398217","7",44050224,44052941,2
"SRR5398216","7",44050224,44052941,6
"SRR5398214","7",44050224,44052941,1
"SRR5398213","7",44645326,44666851,3
"SRR5398217","7",44645326,44666851,2
"SRR5398216","7",44645326,44666851,6
"SRR5398214","7",44645326,44666851,1
"SRR5398213","7",44645326,44647759,3
"SRR5398217","7",44645326,44647759,1
"SRR5398216","7",44645326,44647759,13
"SRR5398215","7",44645326,44647759,4
"SRR5398214","7",44645326,44647759,6
"SRR5398218","7",44645326,44647759,6
"SRR5398213","7",44674410,44675268,3
"SRR5398217","7",44674410,44675268,7
"SRR5398216","7",44674410,44675268,7
"SRR5398215","7",44674410,44675268,8
"SRR5398214","7",44674410,44675268,10
"SRR5398218","7",44674410,44675268,1
"SRR5398213","7",45038252,45064646,1
"SRR5398217","7",45038252,45064646,1
"SRR5398213","7",50319047,50327757,2
"SRR5398217","7",50319047,50327757,13
"SRR5398216","7",50319047,50327757,9
"SRR5398214","7",50319047,50327757,5
"SRR5398218","7",50319047,50327757,4
"SRR5398213","7",55923161,55923699,1
"SRR5398215","7",55923161,55923699,1
"SRR5398213","7",55982209,55994988,1
"SRR5398217","7",55982209,55994988,6
"SRR5398216","7",55982209,55994988,11
"SRR5398218","7",55982209,55994988,4
"SRR5398213","7",65066252,65067050,1
"SRR5398216","7",65066252,65067050,10
"SRR5398215","7",65066252,65067050,4
"SRR5398214","7",65066252,65067050,4
"SRR5398218","7",65066252,65067050,5
"SRR5398213","7",65752163,65756574,1
"SRR5398217","7",65752163,65756574,3
"SRR5398216","7",65752163,65756574,16
"SRR5398214","7",65752163,65756574,1
"SRR5398218","7",65752163,65756574,2
"SRR5398213","7",66286510,66286709,13
"SRR5398217","7",66286510,66286709,82
"SRR5398216","7",66286510,66286709,160
"SRR5398215","7",66286510,66286709,16
"SRR5398214","7",66286510,66286709,39
"SRR5398218","7",66286510,66286709,100
"SRR5398213","7",66941847,66942024,1
"SRR5398213","7",67055834,67067403,1
"SRR5398215","7",67055834,67067403,3
"SRR5398214","7",67055834,67067403,4
"SRR5398213","7",67067284,67083539,6
"SRR5398217","7",67067284,67083539,9
"SRR5398216","7",67067284,67083539,18
"SRR5398215","7",67067284,67083539,15
"SRR5398214","7",67067284,67083539,30
"SRR5398218","7",67067284,67083539,9
"SRR5398213","7",69899285,69899498,3
"SRR5398217","7",69899285,69899498,8
"SRR5398216","7",69899285,69899498,23
"SRR5398214","7",69899285,69899498,5
"SRR5398218","7",69899285,69899498,7
"SRR5398213","7",72831601,72831798,1
"SRR5398216","7",72831601,72831798,5
"SRR5398214","7",72831601,72831798,3
"SRR5398218","7",72831601,72831798,2
"SRR5398213","7",73686635,73687095,3
"SRR5398217","7",73686635,73687095,14
"SRR5398216","7",73686635,73687095,33
"SRR5398215","7",73686635,73687095,42
"SRR5398214","7",73686635,73687095,24
"SRR5398218","7",73686635,73687095,19
"SRR5398213","7",74096621,74097189,4
"SRR5398217","7",74096621,74097189,2
"SRR5398215","7",74096621,74097189,1
"SRR5398214","7",74096621,74097189,1
"SRR5398218","7",74096621,74097189,3
"SRR5398213","7",74356409,74357477,7
"SRR5398217","7",74356409,74357477,14
"SRR5398216","7",74356409,74357477,24
"SRR5398215","7",74356409,74357477,4
"SRR5398218","7",74356409,74357477,4
"SRR5398213","7",74380805,74389259,3
"SRR5398215","7",74380805,74389259,2
"SRR5398213","7",74539878,74545809,1
"SRR5398216","7",74539878,74545809,1
"SRR5398215","7",74539878,74545809,4
"SRR5398214","7",74539878,74545809,5
"SRR5398213","7",74705163,74716950,8
"SRR5398217","7",74705163,74716950,17
"SRR5398216","7",74705163,74716950,31
"SRR5398215","7",74705163,74716950,34
"SRR5398214","7",74705163,74716950,9
"SRR5398218","7",74705163,74716950,25
"SRR5398213","7",74705163,74718941,1
"SRR5398217","7",74705163,74718941,12
"SRR5398216","7",74705163,74718941,37
"SRR5398215","7",74705163,74718941,25
"SRR5398214","7",74705163,74718941,22
"SRR5398218","7",74705163,74718941,3
"SRR5398213","7",74756819,74758000,4
"SRR5398217","7",74756819,74758000,1
"SRR5398216","7",74756819,74758000,5
"SRR5398213","7",75018971,75020149,1
"SRR5398216","7",75018971,75020149,1
"SRR5398215","7",75018971,75020149,1
"SRR5398214","7",75018971,75020149,1
"SRR5398218","7",75018971,75020149,1
"SRR5398213","7",76440249,76440611,1
"SRR5398218","7",76440249,76440611,2
"SRR5398213","7",77571077,77583650,1
"SRR5398217","7",77571077,77583650,1
"SRR5398216","7",77571077,77583650,1
"SRR5398214","7",77571077,77583650,2
"SRR5398213","7",77585542,77600806,7
"SRR5398217","7",77585542,77600806,28
"SRR5398216","7",77585542,77600806,159
"SRR5398215","7",77585542,77600806,3
"SRR5398214","7",77585542,77600806,15
"SRR5398218","7",77585542,77600806,16
"SRR5398213","7",77840220,77901920,2
"SRR5398213","7",77951616,77953894,1
"SRR5398216","7",77951616,77953894,3
"SRR5398214","7",77951616,77953894,1
"SRR5398218","7",77951616,77953894,1
"SRR5398213","7",90726566,90790652,2
"SRR5398217","7",90726566,90790652,8
"SRR5398216","7",90726566,90790652,21
"SRR5398214","7",90726566,90790652,2
"SRR5398218","7",90726566,90790652,4
"SRR5398213","7",90726566,90726812,20
"SRR5398217","7",90726566,90726812,9
"SRR5398216","7",90726566,90726812,43
"SRR5398215","7",90726566,90726812,4
"SRR5398214","7",90726566,90726812,2
"SRR5398218","7",90726566,90726812,20
"SRR5398213","7",90747680,90790652,6
"SRR5398217","7",90747680,90790652,5
"SRR5398216","7",90747680,90790652,23
"SRR5398215","7",90747680,90790652,3
"SRR5398214","7",90747680,90790652,12
"SRR5398218","7",90747680,90790652,8
"SRR5398213","7",90747680,90863269,1
"SRR5398217","7",90747680,90863269,1
"SRR5398216","7",90747680,90863269,11
"SRR5398214","7",90747680,90863269,8
"SRR5398218","7",90747680,90863269,1
"SRR5398213","7",90863174,90917724,2
"SRR5398213","7",90917600,90955817,1
"SRR5398216","7",90917600,90955817,1
"SRR5398215","7",90917600,90955817,3
"SRR5398213","7",90917600,90984241,1
"SRR5398216","7",90917600,90984241,6
"SRR5398218","7",90917600,90984241,2
"SRR5398213","7",90955696,90984241,3
"SRR5398217","7",90955696,90984241,2
"SRR5398216","7",90955696,90984241,13
"SRR5398214","7",90955696,90984241,3
"SRR5398213","7",92343023,92352642,1
"SRR5398216","7",92343023,92352642,4
"SRR5398213","7",93252652,93272733,1
"SRR5398213","7",93291702,93297243,2
"SRR5398217","7",93291702,93297243,2
"SRR5398216","7",93291702,93297243,10
"SRR5398215","7",93291702,93297243,1
"SRR5398214","7",93291702,93297243,2
"SRR5398218","7",93291702,93297243,2
"SRR5398213","7",93291702,93311272,3
"SRR5398216","7",93291702,93311272,6
"SRR5398214","7",93291702,93311272,1
"SRR5398213","7",94517559,94518323,1
"SRR5398213","7",95284017,95286325,1
"SRR5398214","7",95284017,95286325,1
"SRR5398213","7",99338180,99348959,2
"SRR5398213","7",99386684,99390012,1
"SRR5398214","7",99386684,99390012,1
"SRR5398213","7",99390892,99391253,3
"SRR5398217","7",99390892,99391253,8
"SRR5398216","7",99390892,99391253,2
"SRR5398214","7",99390892,99391253,5
"SRR5398218","7",99390892,99391253,3
"SRR5398213","7",100023418,100024307,22
"SRR5398217","7",100023418,100024307,68
"SRR5398216","7",100023418,100024307,292
"SRR5398215","7",100023418,100024307,25
"SRR5398214","7",100023418,100024307,114
"SRR5398218","7",100023418,100024307,44
"SRR5398213","7",100103408,100103692,5
"SRR5398217","7",100103408,100103692,2
"SRR5398216","7",100103408,100103692,4
"SRR5398215","7",100103408,100103692,8
"SRR5398214","7",100103408,100103692,3
"SRR5398218","7",100103408,100103692,15
"SRR5398213","7",100882052,100884552,1
"SRR5398213","7",102227366,102227669,6
"SRR5398217","7",102227366,102227669,22
"SRR5398216","7",102227366,102227669,54
"SRR5398215","7",102227366,102227669,8
"SRR5398214","7",102227366,102227669,13
"SRR5398218","7",102227366,102227669,13
"SRR5398213","7",102306720,102308906,1
"SRR5398217","7",102306720,102308906,2
"SRR5398214","7",102306720,102308906,3
"SRR5398218","7",102306720,102308906,1
"SRR5398213","7",102397619,102404683,1
"SRR5398217","7",102397619,102404683,3
"SRR5398216","7",102397619,102404683,4
"SRR5398215","7",102397619,102404683,2
"SRR5398214","7",102397619,102404683,2
"SRR5398213","7",102399547,102404683,1
"SRR5398216","7",102399547,102404683,2
"SRR5398215","7",102399547,102404683,2
"SRR5398214","7",102399547,102404683,1
"SRR5398213","7",102757853,102761411,9
"SRR5398217","7",102757853,102761411,23
"SRR5398216","7",102757853,102761411,74
"SRR5398215","7",102757853,102761411,38
"SRR5398214","7",102757853,102761411,17
"SRR5398218","7",102757853,102761411,31
"SRR5398213","7",107186568,107196151,1
"SRR5398213","7",107567049,107576592,1
"SRR5398213","7",112467980,112472861,1
"SRR5398213","7",114942274,114979781,2
"SRR5398216","7",114942274,114979781,3
"SRR5398215","7",114942274,114979781,1
"SRR5398214","7",114942274,114979781,1
"SRR5398218","7",114942274,114979781,1
"SRR5398213","7",129205202,129206587,6
"SRR5398217","7",129205202,129206587,10
"SRR5398216","7",129205202,129206587,30
"SRR5398215","7",129205202,129206587,5
"SRR5398214","7",129205202,129206587,2
"SRR5398218","7",129205202,129206587,16
"SRR5398213","7",129657345,129671543,1
"SRR5398215","7",129657345,129671543,2
"SRR5398214","7",129657345,129671543,1
"SRR5398213","7",130120748,130122202,3
"SRR5398217","7",130120748,130122202,44
"SRR5398216","7",130120748,130122202,60
"SRR5398215","7",130120748,130122202,9
"SRR5398214","7",130120748,130122202,18
"SRR5398218","7",130120748,130122202,19
"SRR5398213","7",131387119,131399433,4
"SRR5398217","7",131387119,131399433,20
"SRR5398216","7",131387119,131399433,56
"SRR5398215","7",131387119,131399433,2
"SRR5398214","7",131387119,131399433,14
"SRR5398218","7",131387119,131399433,2
"SRR5398213","7",131387119,131445903,1
"SRR5398216","7",131387119,131445903,1
"SRR5398214","7",131387119,131445903,1
"SRR5398213","7",131443480,131466415,1
"SRR5398213","7",133317283,133356573,1
"SRR5398217","7",133317283,133356573,1
"SRR5398215","7",133317283,133356573,2
"SRR5398214","7",133317283,133356573,5
"SRR5398213","7",134947507,134950514,2
"SRR5398217","7",134947507,134950514,10
"SRR5398216","7",134947507,134950514,52
"SRR5398215","7",134947507,134950514,2
"SRR5398214","7",134947507,134950514,2
"SRR5398218","7",134947507,134950514,31
"SRR5398213","7",135076396,135081790,2
"SRR5398217","7",135076396,135081790,3
"SRR5398216","7",135076396,135081790,3
"SRR5398214","7",135076396,135081790,1
"SRR5398218","7",135076396,135081790,1
"SRR5398213","7",135614158,135616726,1
"SRR5398213","7",141636959,141649333,3
"SRR5398217","7",141636959,141649333,29
"SRR5398216","7",141636959,141649333,58
"SRR5398215","7",141636959,141649333,14
"SRR5398214","7",141636959,141649333,19
"SRR5398218","7",141636959,141649333,7
"SRR5398213","7",143292299,143292698,2
"SRR5398217","7",143292299,143292698,3
"SRR5398216","7",143292299,143292698,8
"SRR5398215","7",143292299,143292698,3
"SRR5398214","7",143292299,143292698,2
"SRR5398218","7",143292299,143292698,4
"SRR5398213","7",143382247,143389977,1
"SRR5398213","7",149153944,149154340,8
"SRR5398217","7",149153944,149154340,6
"SRR5398216","7",149153944,149154340,28
"SRR5398215","7",149153944,149154340,10
"SRR5398214","7",149153944,149154340,11
"SRR5398218","7",149153944,149154340,4
"SRR5398213","7",155665174,155685052,2
"SRR5398213","7",156966269,156967092,5
"SRR5398217","7",156966269,156967092,10
"SRR5398216","7",156966269,156967092,8
"SRR5398215","7",156966269,156967092,15
"SRR5398214","7",156966269,156967092,8
"SRR5398218","7",156966269,156967092,12
"SRR5398213","7",157216866,157225539,1
"SRR5398215","7",157216866,157225539,2
"SRR5398213","7",157382245,157385611,7
"SRR5398217","7",157382245,157385611,15
"SRR5398216","7",157382245,157385611,32
"SRR5398215","7",157382245,157385611,9
"SRR5398214","7",157382245,157385611,6
"SRR5398218","7",157382245,157385611,5
"SRR5398213","8",1869193,1885707,1
"SRR5398213","8",9706810,9710220,1
"SRR5398216","8",9706810,9710220,10
"SRR5398218","8",9706810,9710220,1
"SRR5398213","8",11808793,11830420,1
"SRR5398213","8",15650696,15673836,1
"SRR5398217","8",15650696,15673836,20
"SRR5398216","8",15650696,15673836,12
"SRR5398215","8",15650696,15673836,1
"SRR5398214","8",15650696,15673836,3
"SRR5398218","8",15650696,15673836,3
"SRR5398213","8",17268257,17286427,1
"SRR5398217","8",17268257,17286427,2
"SRR5398216","8",17268257,17286427,7
"SRR5398213","8",17280374,17286427,3
"SRR5398217","8",17280374,17286427,6
"SRR5398216","8",17280374,17286427,8
"SRR5398214","8",17280374,17286427,3
"SRR5398218","8",17280374,17286427,5
"SRR5398213","8",17284472,17286427,3
"SRR5398217","8",17284472,17286427,1
"SRR5398216","8",17284472,17286427,2
"SRR5398215","8",17284472,17286427,2
"SRR5398214","8",17284472,17286427,5
"SRR5398218","8",17284472,17286427,1
"SRR5398213","8",17589467,17589765,3
"SRR5398216","8",17589467,17589765,1
"SRR5398214","8",17589467,17589765,3
"SRR5398213","8",19364071,19393541,1
"SRR5398213","8",22179704,22180483,2
"SRR5398213","8",22196679,22197420,11
"SRR5398217","8",22196679,22197420,22
"SRR5398216","8",22196679,22197420,98
"SRR5398214","8",22196679,22197420,5
"SRR5398218","8",22196679,22197420,19
"SRR5398213","8",22474953,22475624,1
"SRR5398217","8",22474953,22475624,5
"SRR5398216","8",22474953,22475624,27
"SRR5398218","8",22474953,22475624,6
"SRR5398213","8",25243673,25278665,2
"SRR5398217","8",25243673,25278665,1
"SRR5398216","8",25243673,25278665,1
"SRR5398214","8",25243673,25278665,2
"SRR5398213","8",25300575,25308925,3
"SRR5398213","8",28129501,28137891,3
"SRR5398217","8",28129501,28137891,1
"SRR5398216","8",28129501,28137891,4
"SRR5398214","8",28129501,28137891,6
"SRR5398213","8",28155941,28162078,8
"SRR5398217","8",28155941,28162078,19
"SRR5398216","8",28155941,28162078,66
"SRR5398215","8",28155941,28162078,12
"SRR5398214","8",28155941,28162078,13
"SRR5398218","8",28155941,28162078,8
"SRR5398213","8",30101897,30104486,5
"SRR5398217","8",30101897,30104486,28
"SRR5398216","8",30101897,30104486,65
"SRR5398215","8",30101897,30104486,10
"SRR5398214","8",30101897,30104486,11
"SRR5398218","8",30101897,30104486,16
"SRR5398213","8",30175084,30180630,1
"SRR5398217","8",30175084,30180630,5
"SRR5398216","8",30175084,30180630,19
"SRR5398218","8",30175084,30180630,2
"SRR5398213","8",30177125,30180630,4
"SRR5398217","8",30177125,30180630,10
"SRR5398216","8",30177125,30180630,25
"SRR5398215","8",30177125,30180630,3
"SRR5398214","8",30177125,30180630,8
"SRR5398218","8",30177125,30180630,10
"SRR5398213","8",37765525,37766355,60
"SRR5398217","8",37765525,37766355,108
"SRR5398216","8",37765525,37766355,180
"SRR5398215","8",37765525,37766355,121
"SRR5398214","8",37765525,37766355,70
"SRR5398218","8",37765525,37766355,120
"SRR5398213","8",37835173,37837939,1
"SRR5398217","8",37835173,37837939,3
"SRR5398216","8",37835173,37837939,4
"SRR5398214","8",37835173,37837939,1
"SRR5398218","8",37835173,37837939,2
"SRR5398213","8",38114191,38119363,1
"SRR5398217","8",38114191,38119363,18
"SRR5398216","8",38114191,38119363,31
"SRR5398215","8",38114191,38119363,1
"SRR5398214","8",38114191,38119363,19
"SRR5398218","8",38114191,38119363,6
"SRR5398213","8",38114191,38116725,3
"SRR5398217","8",38114191,38116725,1
"SRR5398216","8",38114191,38116725,5
"SRR5398215","8",38114191,38116725,2
"SRR5398213","8",38242249,38253718,1
"SRR5398213","8",38950849,38957386,2
"SRR5398216","8",38950849,38957386,2
"SRR5398213","8",39054480,39083073,1
"SRR5398213","8",42325969,42329214,37
"SRR5398217","8",42325969,42329214,33
"SRR5398216","8",42325969,42329214,71
"SRR5398215","8",42325969,42329214,31
"SRR5398214","8",42325969,42329214,55
"SRR5398218","8",42325969,42329214,30
"SRR5398213","8",42344952,42352568,6
"SRR5398217","8",42344952,42352568,3
"SRR5398216","8",42344952,42352568,15
"SRR5398215","8",42344952,42352568,5
"SRR5398214","8",42344952,42352568,13
"SRR5398218","8",42344952,42352568,5
"SRR5398213","8",42361095,42361365,5
"SRR5398217","8",42361095,42361365,3
"SRR5398215","8",42361095,42361365,5
"SRR5398214","8",42361095,42361365,7
"SRR5398218","8",42361095,42361365,7
"SRR5398213","8",42361095,42362698,3
"SRR5398214","8",42361095,42362698,4
"SRR5398213","8",42906172,42930172,4
"SRR5398217","8",42906172,42930172,6
"SRR5398216","8",42906172,42930172,10
"SRR5398215","8",42906172,42930172,4
"SRR5398214","8",42906172,42930172,7
"SRR5398218","8",42906172,42930172,1
"SRR5398213","8",42906172,42943445,3
"SRR5398217","8",42906172,42943445,11
"SRR5398216","8",42906172,42943445,47
"SRR5398215","8",42906172,42943445,1
"SRR5398218","8",42906172,42943445,2
"SRR5398213","8",42925556,42943445,6
"SRR5398217","8",42925556,42943445,7
"SRR5398216","8",42925556,42943445,11
"SRR5398215","8",42925556,42943445,1
"SRR5398214","8",42925556,42943445,2
"SRR5398218","8",42925556,42943445,6
"SRR5398213","8",42950387,42959314,1
"SRR5398217","8",42950387,42959314,1
"SRR5398216","8",42950387,42959314,4
"SRR5398215","8",42950387,42959314,2
"SRR5398218","8",42950387,42959314,2
"SRR5398213","8",42957093,42964474,26
"SRR5398217","8",42957093,42964474,34
"SRR5398216","8",42957093,42964474,86
"SRR5398215","8",42957093,42964474,10
"SRR5398214","8",42957093,42964474,18
"SRR5398218","8",42957093,42964474,35
"SRR5398213","8",42964310,42974194,1
"SRR5398214","8",42964310,42974194,1
"SRR5398213","8",43059091,43064215,25
"SRR5398217","8",43059091,43064215,15
"SRR5398216","8",43059091,43064215,38
"SRR5398215","8",43059091,43064215,44
"SRR5398214","8",43059091,43064215,39
"SRR5398218","8",43059091,43064215,24
"SRR5398213","8",43059091,43069659,1
"SRR5398216","8",43059091,43069659,2
"SRR5398214","8",43059091,43069659,1
"SRR5398213","8",43069554,43072307,19
"SRR5398217","8",43069554,43072307,34
"SRR5398216","8",43069554,43072307,76
"SRR5398215","8",43069554,43072307,19
"SRR5398214","8",43069554,43072307,19
"SRR5398218","8",43069554,43072307,33
"SRR5398213","8",43158574,43182260,3
"SRR5398217","8",43158574,43182260,3
"SRR5398216","8",43158574,43182260,1
"SRR5398213","8",43193756,43197952,1
"SRR5398213","8",47279861,47294030,1
"SRR5398217","8",47279861,47294030,21
"SRR5398216","8",47279861,47294030,49
"SRR5398215","8",47279861,47294030,14
"SRR5398214","8",47279861,47294030,28
"SRR5398218","8",47279861,47294030,10
"SRR5398213","8",47284027,47294030,1
"SRR5398217","8",47284027,47294030,20
"SRR5398216","8",47284027,47294030,89
"SRR5398215","8",47284027,47294030,5
"SRR5398214","8",47284027,47294030,32
"SRR5398218","8",47284027,47294030,15
"SRR5398213","8",47396375,47407961,1
"SRR5398217","8",47396375,47407961,32
"SRR5398216","8",47396375,47407961,125
"SRR5398215","8",47396375,47407961,6
"SRR5398214","8",47396375,47407961,17
"SRR5398218","8",47396375,47407961,8
"SRR5398213","8",47440322,47440542,3
"SRR5398217","8",47440322,47440542,1
"SRR5398215","8",47440322,47440542,3
"SRR5398214","8",47440322,47440542,1
"SRR5398218","8",47440322,47440542,1
"SRR5398213","8",47700402,47702015,2
"SRR5398217","8",47700402,47702015,10
"SRR5398216","8",47700402,47702015,12
"SRR5398215","8",47700402,47702015,2
"SRR5398214","8",47700402,47702015,2
"SRR5398218","8",47700402,47702015,1
"SRR5398213","8",60558851,60572113,2
"SRR5398213","8",60572045,60591969,1
"SRR5398217","8",60572045,60591969,17
"SRR5398216","8",60572045,60591969,28
"SRR5398214","8",60572045,60591969,10
"SRR5398218","8",60572045,60591969,5
"SRR5398213","8",60584207,60591969,4
"SRR5398217","8",60584207,60591969,11
"SRR5398216","8",60584207,60591969,6
"SRR5398215","8",60584207,60591969,4
"SRR5398214","8",60584207,60591969,12
"SRR5398218","8",60584207,60591969,6
"SRR5398213","8",60794985,60801593,4
"SRR5398217","8",60794985,60801593,4
"SRR5398216","8",60794985,60801593,17
"SRR5398215","8",60794985,60801593,4
"SRR5398214","8",60794985,60801593,9
"SRR5398218","8",60794985,60801593,3
"SRR5398213","8",66813852,66822459,1
"SRR5398217","8",66813852,66822459,2
"SRR5398216","8",66813852,66822459,3
"SRR5398214","8",66813852,66822459,1
"SRR5398218","8",66813852,66822459,1
"SRR5398213","8",67093542,67164508,1
"SRR5398213","8",71962922,72076627,2
"SRR5398216","8",71962922,72076627,1
"SRR5398213","8",72052538,72076627,9
"SRR5398217","8",72052538,72076627,16
"SRR5398216","8",72052538,72076627,56
"SRR5398218","8",72052538,72076627,3
"SRR5398213","8",85230084,85259539,1
"SRR5398213","8",86402018,86402203,1
"SRR5398217","8",86402018,86402203,3
"SRR5398216","8",86402018,86402203,5
"SRR5398215","8",86402018,86402203,1
"SRR5398214","8",86402018,86402203,5
"SRR5398213","8",94756035,94761834,1
"SRR5398213","8",97686667,97691188,1
"SRR5398217","8",97686667,97691188,4
"SRR5398216","8",97686667,97691188,8
"SRR5398215","8",97686667,97691188,1
"SRR5398214","8",97686667,97691188,4
"SRR5398213","8",97689037,97691188,2
"SRR5398213","8",97706625,97713769,2
"SRR5398217","8",97706625,97713769,1
"SRR5398216","8",97706625,97713769,5
"SRR5398215","8",97706625,97713769,1
"SRR5398214","8",97706625,97713769,4
"SRR5398218","8",97706625,97713769,2
"SRR5398213","8",97713661,97719189,1
"SRR5398215","8",97713661,97719189,1
"SRR5398213","8",97719048,97719189,1
"SRR5398217","8",97719048,97719189,1
"SRR5398216","8",97719048,97719189,6
"SRR5398214","8",97719048,97719189,1
"SRR5398218","8",97719048,97719189,3
"SRR5398213","8",98123335,98130226,2
"SRR5398216","8",98123335,98130226,1
"SRR5398213","8",101543240,101558812,4
"SRR5398214","8",101543240,101558812,4
"SRR5398213","8",101558418,101558812,4
"SRR5398217","8",101558418,101558812,2
"SRR5398216","8",101558418,101558812,1
"SRR5398215","8",101558418,101558812,19
"SRR5398213","8",101632225,101664518,1
"SRR5398213","8",123077110,123084340,3
"SRR5398217","8",123077110,123084340,5
"SRR5398216","8",123077110,123084340,13
"SRR5398215","8",123077110,123084340,1
"SRR5398213","8",123786494,123789745,1
"SRR5398216","8",123786494,123789745,1
"SRR5398214","8",123786494,123789745,1
"SRR5398213","8",127890588,127890998,11
"SRR5398217","8",127890588,127890998,10
"SRR5398216","8",127890588,127890998,85
"SRR5398215","8",127890588,127890998,14
"SRR5398214","8",127890588,127890998,7
"SRR5398218","8",127890588,127890998,15
"SRR5398213","8",143688661,143690123,1
"SRR5398217","8",143688661,143690123,6
"SRR5398216","8",143688661,143690123,12
"SRR5398214","8",143688661,143690123,2
"SRR5398218","8",143688661,143690123,5
"SRR5398213","8",143689203,143690123,3
"SRR5398217","8",143689203,143690123,1
"SRR5398216","8",143689203,143690123,2
"SRR5398214","8",143689203,143690123,1
"SRR5398218","8",143689203,143690123,1
"SRR5398213","8",144168294,144200541,1
"SRR5398213","8",144190783,144223230,1
"SRR5398213","8",144199121,144200541,2
"SRR5398213","8",144802869,144804238,1
"SRR5398213","9",370229,372286,2
"SRR5398216","9",370229,372286,4
"SRR5398213","9",2096656,2123937,2
"SRR5398217","9",2096656,2123937,1
"SRR5398216","9",2096656,2123937,4
"SRR5398213","9",5689958,5714003,1
"SRR5398213","9",5732387,5738538,3
"SRR5398217","9",5732387,5738538,3
"SRR5398216","9",5732387,5738538,7
"SRR5398214","9",5732387,5738538,3
"SRR5398218","9",5732387,5738538,4
"SRR5398213","9",6420911,6421142,2
"SRR5398217","9",6420911,6421142,2
"SRR5398216","9",6420911,6421142,11
"SRR5398214","9",6420911,6421142,1
"SRR5398218","9",6420911,6421142,2
"SRR5398213","9",6880011,6893232,8
"SRR5398217","9",6880011,6893232,99
"SRR5398216","9",6880011,6893232,229
"SRR5398215","9",6880011,6893232,6
"SRR5398214","9",6880011,6893232,80
"SRR5398218","9",6880011,6893232,51
"SRR5398213","9",6984165,7128236,1
"SRR5398213","9",19316416,19316839,1
